id,name,centralized,trade_volume_24h_btc_normalized
white-whale-migaloo,White Whale (Migaloo),0,0.000254920560816
white_whale_osmosis,White Whale (Osmosis),0,0.0
wigoswap,Wigoswap,0,9.412414934905868
wingriders,WingRiders,0,1.8111832621137232
wombat,Wombat Exchange (BNB),0,0.0
wombat_arbitrum,Wombat (Arbitrum),0,0.0
woofi,WOOFi,0,0.0
woofswap,WoofSwap,0,0.0549765555061419
woofswap-core,WOOFSwap (Core),0,0.0
woo_network_futures,WOO X (Futures),1,0.0
wootrade,WOO X,1,300.29020843034806
xave,Xave Finance,0,0.0
xcad,XCAD DEX,0,0.0
xdx,XDX,0,0.0
xeggex,XeggeX,1,50.877549444843794
xenos-swap,Xenos Swap,0,0.0
xswap,XSwap,0,0.1784443487621183
xswap-v3,XSwap Protocol V3,0,0.0
xt,XT.COM,1,13326.793411319155
xt_derivatives,XT.COM (Derivatives),1,0.0
yobit,YoBit,1,1382.2980608913267
yodeswap,Yodeswap,0,0.0137663823752003
yokaiswap,Yokaiswap,0,0.2841548064494665
yoshi_exchange_bsc,Yoshi.exchange (BSC),0,0.0005437603061422
yoshi_exchange_ftm,Yoshi.exchange (Fantom),0,0.0045804250124036
zaif,Zaif,1,31.855310694693067
zappy,Zappy,0,3.60153055544e-05
zbx,ZBX,1,1.37443741
zebitex,Zebitex,1,0.0398070533127468
zebpay,ZebPay,1,7.048201691064207
zenlink_astar,Zenlink (Astar),0,0.0306415722022219
zenlink_bitfrost_kusama,Zenlink (Bifrost Kusama),0,0.0146142391799548
zenlink_moonbeam,Zenlink (Moonbeam),0,0.094709750543485
zenlink_moonriver,Zenlink (Moonriver),0,0.0088506775216422
zero_ex,0x Protocol,0,0.0
zilswap,ZilSwap,0,0.1441684612940453
zipmex,Zipmex,1,0.0
zipswap,ZipSwap,0,0.0130057965202037
zircon,Zircon,0,0.0
zkera_finance,zkEra Finance,0,0.0
zkera-finance-metis,zkEra Finance (Metis),0,0.0
zkera-finance-telos,zkEra Finance (Telos),0,0.0
zkswap-finance,zkSwap Finance,0,40.41541550714198
zora-energy-swap,Zora Energy Swap,0,0.1709659150404093
zora-energy-swap-v3,Zora Energy Swap V3,0,1.108937279413002
zyberswap,Zyberswap,0,0.0078071596006571
